Name,DOB,Email,Phone,Gender,Country
Meera,24-01-1999,Meeramail.com,9683982353,Female,india
Meera,21/06/1991,meera215@gmail.com,9355577646,Female,India
Rohit,1997/10/10,rohit111@yahoo.com,9412435081,F,USA
Rohit,30-12-1981,rohit960@yahoo.com,9499160266,Female,india
Rohit,27/09/1993,rohit104@gmail.com,9661084351,female,USA
Vikram,1980/04/15,vikram963@yahoo.com,9441929733,Male,India
Priya,07/06/1991,Priyamail.com,9834436863,Female,India
Niki,01-02-1990,niki303@gmail.com,9996980359,male,india
Vikram,23-11-1999,vikram633@yahoo.com,invalid_phone,female,UK
Raj,1993/06/25,Rajmail.com,9874794316,Male,UK
Divya,20/05/1996,divya478@gmail.com,9531974641,Male,UK
Priya,08-07-2004,priya234@yahoo.com,9033578311,Female,India
Niki,19/12/1998,niki641@gmail.com,9495931722,male,UK
Meera,1992/09/23,Meeramail.com,invalid_phone,male,india
Raj,28/10/1980,raj495@gmail.com,9148639798,male,india
Priya,1996/03/03,priya759@yahoo.com,9828109463,female,USA
Vikram,1992/05/04,vikram695@gmail.com,9322651673,female,UK
Priya,2004/04/23,priya638@gmail.com,9135668354,female,usa
Raj,1998/10/29,raj656@mail.com,9161118707,F,india
Rohit,25-04-1984,Rohitmail.com,9509808303,Male,USA
Rohit,,rohit44@mail.com,9620486514,Female,UK
Rohit,2004/04/02,rohit579@gmail.com,9873262103,F,USA
Rohit,2000/06/20,rohit265@yahoo.com,9615491040,F,usa
Anu,31/02/2003,anu810@mail.com,9718003575,Male,India
Divya,2005/04/09,Divyamail.com,9706971496,M,UK
Niki,1981/08/17,niki157@yahoo.com,9152672182,F,USA
Anu,1997/03/29,anu915@yahoo.com,9140675486,M,india
Vikram,22-10-1995,vikram157@yahoo.com,9350610763,male,UK
Niki,08/07/1989,niki119@gmail.com,9471923622,M,USA
Arun,1999/12/16,Arunmail.com,9714815926,F,India
Anu,31-10-2005,anu323@yahoo.com,9195081558,Male,USA
Rohit,01/03/1998,rohit399@yahoo.com,9122190697,female,usa
Divya,1994/09/18,divya387@gmail.com,9633903885,female,usa
Meera,1988/04/19,meera994@gmail.com,9984444241,male,UK
Karan,11-05-1996,Karanmail.com,invalid_phone,F,usa
Raj,27/09/1989,raj650@gmail.com,9284409361,female,India
Meera,01-11-2005,meera579@gmail.com,9630395509,male,india
Arun,1994/07/21,arun263@gmail.com,9533083013,Female,india
Priya,22-03-1990,priya892@yahoo.com,9538456026,Female,UK
Arun,1990/02/03,Arunmail.com,9275886193,Male,UK
Raj,21/06/1992,raj384@gmail.com,9718807986,F,india
Vikram,08/03/1996,vikram475@yahoo.com,9896996008,M,USA
Priya,1997/12/10,priya17@yahoo.com,9824138890,male,india
Anu,1996/06/09,Anumail.com,9058196470,M,UK
Raj,1986/01/20,Rajmail.com,9414346206,Male,USA
Rohit,1990/12/08,Rohitmail.com,9122667006,female,UK
Raj,,raj910@mail.com,9249808522,F,India
Rohit,1992/10/08,rohit965@yahoo.com,9877268434,male,India
Meera,22/07/1996,meera588@gmail.com,9496473201,Male,UK
Niki,31/02/2003,niki862@mail.com,9854487019,Female,USA
Vikram,1996/10/14,vikram222@yahoo.com,9766883465,Female,UK
Raj,26-03-2004,raj672@gmail.com,9708955650,Male,USA
Raj,1999/12/12,raj226@yahoo.com,9078312667,F,india
Divya,10/02/1994,divya146@mail.com,9543522507,M,UK
Anu,10/11/1980,Anumail.com,9635387708,male,USA
Niki,2004/03/02,niki22@gmail.com,9176973815,male,USA
Vikram,03-11-1994,vikram896@gmail.com,9422469869,F,usa
Niki,16/02/1984,niki163@gmail.com,invalid_phone,male,USA
Meera,,Meeramail.com,9196552469,M,USA
Vikram,2005/07/20,vikram79@gmail.com,9428933422,male,UK
Divya,1985/12/27,divya146@mail.com,9858169982,female,UK
Arun,31/02/2003,arun109@mail.com,9816954081,Male,India
Vikram,2002/01/03,vikram773@mail.com,9154010855,female,UK
Priya,1996/10/16,priya771@yahoo.com,9071764310,female,usa
Arun,2004/06/17,arun507@mail.com,9060531658,Male,USA
Raj,23-04-1989,raj669@mail.com,9400033045,F,india
Anu,1984/05/14,anu817@mail.com,9681791862,F,india
Karan,31/02/2003,karan109@mail.com,9147991579,male,india
Anu,27-11-1982,anu36@yahoo.com,9760231297,Female,usa
Priya,1999/12/14,priya150@gmail.com,9705129736,Female,India
Niki,16/02/2005,niki765@yahoo.com,9185969138,female,usa
Meera,19/01/1997,meera427@mail.com,9107975823,Male,usa
Divya,09/10/1981,divya825@yahoo.com,9695490938,Female,usa
Niki,30/05/1985,niki20@mail.com,9506172624,Male,india
Raj,05-02-2003,raj969@yahoo.com,9643351146,M,india
Divya,02-10-1990,divya119@mail.com,9843531091,F,UK
Rohit,13/07/1984,rohit154@yahoo.com,9388360200,female,UK
Rohit,01-12-1985,rohit338@gmail.com,9346927810,male,UK
Raj,31/02/2003,raj426@yahoo.com,9850634092,male,india
Rohit,10-11-2001,rohit690@gmail.com,9802553958,female,usa
Arun,05/03/1990,arun938@yahoo.com,9494144307,Female,USA
Vikram,1982/08/04,Vikrammail.com,9675794539,Female,usa
Priya,31-05-1990,priya90@yahoo.com,9560831575,F,India
Vikram,,vikram837@gmail.com,9465535298,M,usa
Rohit,1981/02/10,rohit771@mail.com,9663859749,Male,India
Meera,26-01-1999,meera666@yahoo.com,invalid_phone,male,UK
Niki,04/09/1999,niki329@yahoo.com,9659862874,M,USA
Priya,15-12-1989,priya39@mail.com,9763956299,male,UK
Raj,04/11/2005,Rajmail.com,9628133417,F,USA
Divya,05/04/1996,divya375@yahoo.com,9433494265,M,UK
Rohit,03/05/2000,rohit458@yahoo.com,9110011118,Female,USA
Karan,14-04-2002,karan589@gmail.com,9060341965,Female,india
Priya,,priya846@yahoo.com,9204144850,F,India
Rohit,2003/03/15,rohit728@gmail.com,9828814606,Female,usa
Anu,17-09-1992,anu194@mail.com,9145774986,female,India
Arun,1984/07/16,arun148@mail.com,9398590462,Male,usa
Raj,1990/05/20,raj762@gmail.com,9867050116,M,UK
Rohit,26-02-1995,Rohitmail.com,9999887699,Male,USA
Meera,29-10-2005,meera71@mail.com,invalid_phone,Male,india
Niki,29/03/2003,niki839@yahoo.com,invalid_phone,female,UK
Rohit,14-01-1997,rohit271@mail.com,invalid_phone,M,usa
Divya,20/10/1989,divya554@gmail.com,9003043576,female,india
Priya,16-10-1985,priya526@mail.com,9600746876,M,usa
Anu,11-09-1984,anu900@yahoo.com,9129455223,F,india
Vikram,27/05/1989,vikram849@mail.com,invalid_phone,Female,India
Anu,08/05/1982,anu373@gmail.com,9275506307,female,india
Divya,18-11-2002,divya282@yahoo.com,9686712257,F,india
Vikram,25-11-1981,vikram188@gmail.com,invalid_phone,female,USA
Anu,27-11-1981,Anumail.com,invalid_phone,M,usa
Rohit,30/11/1992,rohit463@gmail.com,9276439790,male,UK
Divya,,divya200@yahoo.com,9524753658,F,India
Karan,1981/02/16,karan856@mail.com,9723822737,F,UK
Meera,,meera936@mail.com,9499637503,male,india
Anu,02-11-1995,anu815@yahoo.com,9437642731,female,usa
Niki,1993/09/26,niki463@mail.com,9554271685,M,USA
Karan,02/12/2004,karan736@gmail.com,9542371952,male,india
Arun,1987/01/08,arun632@mail.com,invalid_phone,Female,usa
Vikram,28-10-1984,vikram575@yahoo.com,9333632404,M,USA
Arun,2005/12/02,arun607@yahoo.com,9882142726,Female,UK
Vikram,01-09-1998,vikram278@yahoo.com,9866789798,female,India
Arun,07-11-1991,arun263@yahoo.com,9597246871,female,USA
Niki,16/04/1997,niki49@yahoo.com,invalid_phone,female,India
Rohit,28/06/2003,rohit345@mail.com,invalid_phone,female,india
Anu,19-01-1980,anu112@mail.com,9859139586,male,India
Priya,1991/10/19,priya702@gmail.com,9202469521,male,usa
Divya,1999/10/14,divya49@gmail.com,9525373334,Female,USA
Arun,2003/08/10,arun143@yahoo.com,9976847908,male,india
Vikram,08/06/1993,vikram715@mail.com,9318799686,M,UK
Arun,2003/11/22,arun619@yahoo.com,invalid_phone,Male,India
Meera,06-04-1995,meera528@mail.com,9166969212,Male,India
Anu,1992/09/06,anu4@mail.com,invalid_phone,male,India
Arun,11/10/1981,arun397@mail.com,9763176237,Female,usa
Rohit,02/02/1985,rohit463@gmail.com,9626912567,male,UK
Arun,2005/03/01,arun297@yahoo.com,9480909710,M,UK
Arun,06-07-1987,arun773@gmail.com,9526328917,Female,USA
Anu,06/09/2002,anu843@yahoo.com,9460426526,male,USA
Priya,10-03-1994,priya903@mail.com,9710729006,Female,India
Anu,29-10-1988,anu913@gmail.com,invalid_phone,Male,USA
Niki,07/02/1985,niki255@yahoo.com,9586455311,female,UK
Niki,17-01-1995,Nikimail.com,9308107955,Male,usa
Karan,1988/09/07,Karanmail.com,9090050445,male,usa
Niki,25/07/1996,niki837@gmail.com,9960841227,Female,USA
Anu,30-04-1995,anu28@mail.com,9862940798,Male,USA
Rohit,1989/08/14,rohit703@yahoo.com,9841951533,Female,india
Vikram,,vikram824@yahoo.com,9056275043,Male,USA
Rohit,1990/05/20,Rohitmail.com,9605589523,M,usa
Vikram,17-02-1990,vikram59@gmail.com,9838657478,M,usa
Arun,18-07-1987,arun200@mail.com,9436680503,F,USA
Karan,13/10/2001,karan208@yahoo.com,9110349799,F,USA
Anu,24/11/1982,anu698@yahoo.com,9514625562,male,USA
Karan,06/08/1987,karan433@gmail.com,9534973729,F,India
Raj,2003/08/03,raj391@mail.com,9737845249,Female,usa
Meera,2000/01/11,meera131@mail.com,9930915491,Female,UK
Karan,1993/08/24,karan149@yahoo.com,9605834504,female,USA
Vikram,29/04/1995,vikram792@gmail.com,9079684190,Male,usa
Rohit,09-01-1996,rohit150@gmail.com,9696481339,male,USA
Anu,,anu676@yahoo.com,9528928181,M,USA
Rohit,01/08/2005,rohit316@yahoo.com,9574512998,Female,india
Meera,1981/04/13,meera206@gmail.com,9492255484,Female,India
Arun,25-05-1984,arun513@gmail.com,9603586614,F,UK
Rohit,05/12/2005,rohit532@gmail.com,9750571031,female,usa
Divya,1997/08/20,divya359@yahoo.com,9648435361,Male,UK
Rohit,23-10-1997,rohit427@gmail.com,9493581752,Female,india
Priya,17/09/2001,priya2@gmail.com,9166228315,M,UK
Anu,21/01/1983,anu958@mail.com,9240403370,M,USA
Arun,03-01-1985,Arunmail.com,9201910463,Female,UK
Rohit,2000/05/14,rohit138@yahoo.com,9709994846,female,India
Priya,11-11-1988,priya974@mail.com,invalid_phone,Female,usa
Divya,28-02-1999,divya998@yahoo.com,invalid_phone,M,USA
Rohit,1983/10/12,rohit864@gmail.com,9512802504,Male,india
Vikram,27-09-1985,vikram347@mail.com,9703190592,male,UK
Meera,06-11-1980,meera849@mail.com,invalid_phone,Female,UK
Rohit,01-02-2004,rohit329@mail.com,9922840740,female,UK
Karan,1988/03/27,karan664@mail.com,invalid_phone,male,USA
Priya,22/05/1996,priya502@mail.com,invalid_phone,Female,USA
Arun,28-02-2002,arun45@mail.com,9445842565,F,USA
Divya,29/11/1993,divya200@mail.com,9420284374,Male,UK
Meera,1985/10/10,meera358@mail.com,9085429862,F,USA
Karan,16-10-2000,karan495@yahoo.com,9764969009,M,India
Karan,10/12/1993,karan50@yahoo.com,9497075287,female,india
Raj,1997/12/30,raj483@mail.com,9869644479,female,usa
Rohit,16/10/1987,rohit465@yahoo.com,9545234789,Male,India
Rohit,1986/04/11,Rohitmail.com,9347276242,Male,india
Karan,1989/12/14,karan977@gmail.com,invalid_phone,Female,usa
Raj,22/07/1996,raj155@yahoo.com,9669219245,Female,usa
Rohit,1995/11/01,rohit275@yahoo.com,9113809481,M,india
Karan,2005/04/08,karan44@mail.com,9292092768,male,India
Anu,1988/01/18,anu139@yahoo.com,9042625314,M,india
Priya,14-09-1992,priya123@mail.com,9405973338,male,India
Anu,1996/11/05,anu106@gmail.com,9934856439,F,UK
Karan,17-11-2003,karan707@gmail.com,9655778426,male,usa
Arun,1985/04/10,arun564@yahoo.com,9194833014,F,India
Divya,1984/09/26,Divyamail.com,9271735933,M,USA
Priya,25/02/1996,Priyamail.com,9868870016,male,usa
Karan,2002/08/28,karan930@mail.com,9651597201,Male,india
Karan,27-10-1992,karan500@mail.com,9761397879,male,india
Anu,1993/03/03,anu568@yahoo.com,9136659711,M,india
Karan,1997/07/03,Karanmail.com,9249162486,Female,india
Meera,1982/03/01,meera403@mail.com,9297930635,F,India
Karan,1984/09/08,karan857@yahoo.com,9542176835,female,UK
Meera,,meera198@gmail.com,9619885035,Female,UK
Raj,02/11/1992,raj420@gmail.com,9739915041,male,usa
Meera,06-05-1991,meera743@yahoo.com,9619040573,F,India
Arun,08/11/2002,arun939@mail.com,9420306162,F,usa
Raj,15-11-1992,raj651@gmail.com,9240384167,Female,USA
Divya,31/02/2003,divya862@mail.com,9214804182,F,india
Priya,12/09/1991,priya371@mail.com,9283216020,F,india
Anu,1992/04/12,anu852@mail.com,9451404237,M,usa
Arun,17-05-1998,arun577@gmail.com,9201169701,male,UK
Divya,,divya180@mail.com,9763360986,F,USA
Priya,1988/11/16,priya537@gmail.com,9579173071,female,india
Niki,1995/05/15,niki477@yahoo.com,9697254119,F,india
Niki,17-05-1989,niki529@mail.com,invalid_phone,female,india
Raj,1985/03/31,raj820@mail.com,9443161002,Female,UK
Rohit,31/02/2003,Rohitmail.com,9893487849,male,UK
Divya,17/08/1992,divya52@yahoo.com,9273060948,male,india
Arun,29-01-1994,arun829@yahoo.com,9225510083,male,usa
Karan,14-08-1982,karan145@mail.com,9400843137,male,usa
Arun,28-12-2000,arun790@gmail.com,9373662794,Male,India
Raj,23/10/2003,raj710@gmail.com,9245231366,female,india
Arun,11/01/1980,arun593@gmail.com,9435953796,F,india
Anu,1990/03/24,anu744@gmail.com,9490516525,male,India
Anu,31/02/2003,anu441@gmail.com,9264835619,female,usa
Rohit,16/11/1986,rohit31@yahoo.com,9710659173,F,india
Arun,2000/01/24,arun136@yahoo.com,9343006799,Female,india
Raj,31/10/1993,raj737@gmail.com,9854382428,female,India
Divya,1994/11/09,divya71@yahoo.com,9848640276,male,UK
Niki,11-02-1995,niki353@gmail.com,9469042147,Male,USA
Divya,03-01-1990,divya576@gmail.com,9074128903,Male,India
Priya,1996/02/02,priya841@yahoo.com,9847430428,male,UK
Karan,13-03-2005,karan693@yahoo.com,9411352659,Female,UK
Karan,1980/10/06,karan391@mail.com,9118895299,F,usa
Raj,1983/01/06,Rajmail.com,9864029037,Male,USA
Arun,08-10-2002,arun504@mail.com,9701768533,female,usa
Raj,21/12/2004,raj144@mail.com,invalid_phone,male,USA
Karan,1986/10/08,karan79@yahoo.com,9170953432,male,UK
Anu,06-05-1993,anu964@yahoo.com,9374905164,female,UK
Niki,25-04-1983,niki797@yahoo.com,9433791419,female,UK
Arun,25/09/2005,arun660@gmail.com,9091438222,Male,UK
Anu,2002/06/20,anu833@gmail.com,9234555999,Male,UK
Meera,05-06-1981,meera722@gmail.com,invalid_phone,female,UK
Arun,14-12-1986,arun480@mail.com,9815743614,male,UK
Divya,06-04-1994,Divyamail.com,9326009662,female,usa
Priya,28-06-2005,priya273@yahoo.com,9099836251,Female,India
Vikram,2000/09/21,vikram989@yahoo.com,9468045773,male,UK
Vikram,04-02-1981,vikram83@mail.com,9162310297,F,india
Divya,31/08/2004,divya155@mail.com,9321839139,M,USA
Priya,1998/11/20,priya480@mail.com,9640028950,female,india
Rohit,15/03/2000,rohit657@yahoo.com,9286318506,M,USA
Priya,1985/05/08,priya989@gmail.com,9049734394,Male,india
Rohit,28-01-1994,rohit867@yahoo.com,9672905973,F,India
Arun,31-01-1985,arun874@yahoo.com,9993136757,Male,usa
Divya,25/06/1995,divya656@gmail.com,9174931869,female,USA
Divya,1992/07/08,divya71@gmail.com,9949028980,Male,USA
Karan,09/04/1993,karan324@yahoo.com,9598808603,M,UK
Niki,17-09-2002,niki937@gmail.com,9155663111,Female,usa
Raj,03/11/1992,raj911@yahoo.com,9526603067,Female,India
Karan,17-02-1995,karan368@yahoo.com,9477625893,M,india
Priya,2002/06/13,priya730@gmail.com,9615537830,M,usa
Raj,12-08-1999,raj662@gmail.com,9528118764,female,UK
Niki,2003/12/18,niki881@gmail.com,invalid_phone,M,USA
Arun,23-12-1997,arun124@gmail.com,9213630356,female,USA
Niki,20-12-1981,Nikimail.com,9293588569,female,india
Niki,11/08/2004,niki298@mail.com,9044648722,Female,UK
Raj,10-04-1981,raj161@yahoo.com,invalid_phone,female,usa
Priya,14-12-1981,priya638@gmail.com,9039277867,female,India
Meera,2001/08/26,meera687@gmail.com,9516876978,male,usa
Priya,1987/03/06,priya996@mail.com,invalid_phone,male,USA
Arun,2003/09/25,arun969@mail.com,9372791519,male,USA
Divya,22-06-2002,Divyamail.com,9908522644,M,usa
Divya,17/01/1994,divya743@mail.com,9165354410,M,USA
Niki,11-11-1984,niki989@gmail.com,9066501319,F,india
Karan,03-04-1982,karan305@mail.com,9084321915,female,india
Niki,10/06/1998,niki815@yahoo.com,invalid_phone,male,usa
Vikram,26-12-2004,vikram709@mail.com,invalid_phone,M,India
Divya,22-01-1993,divya575@gmail.com,9520826009,male,India
Rohit,08/02/1994,rohit182@gmail.com,9791111474,F,USA
Karan,,karan142@yahoo.com,9998326410,female,UK
Vikram,19/12/1991,vikram111@gmail.com,9224103699,M,india
Anu,22-12-1994,Anumail.com,9102656953,male,USA
Niki,,niki111@yahoo.com,9508864900,F,india
Vikram,1994/01/23,vikram859@yahoo.com,9500766071,Male,usa
Priya,2002/01/04,priya535@mail.com,9887349070,Female,india
Priya,31/02/2003,priya887@gmail.com,9096807737,F,India
Priya,21/09/1996,priya117@mail.com,9441400364,Male,USA
Meera,12-02-2003,meera853@mail.com,9520162361,male,India
Anu,1984/02/23,Anumail.com,9273758533,F,usa
Rohit,1999/02/21,rohit202@gmail.com,9706561355,Male,usa
Meera,14/01/1988,meera797@mail.com,9179859957,Male,usa
Meera,31/02/2003,meera864@yahoo.com,invalid_phone,M,USA
Arun,12-10-1992,Arunmail.com,9204931610,F,India
Vikram,2002/03/07,vikram44@gmail.com,9997419487,F,india
Vikram,1992/11/11,vikram527@yahoo.com,9826983181,Male,USA
Meera,11/05/1985,meera312@mail.com,9792212050,male,USA
Priya,24/11/1996,priya817@mail.com,9135896783,Male,usa
Karan,26/06/2005,karan139@mail.com,9387188830,M,usa
Karan,09-09-1986,karan875@gmail.com,invalid_phone,M,india
Raj,1993/03/05,raj171@yahoo.com,invalid_phone,Female,India
Niki,04/08/1998,niki881@mail.com,9406946630,male,india
Arun,26/05/1985,arun368@yahoo.com,9704497019,M,India
Anu,30-12-1986,anu381@yahoo.com,invalid_phone,F,usa
Arun,31/02/2003,arun734@gmail.com,9160317749,female,india
Niki,14/06/1993,niki658@gmail.com,9408428783,Female,India
Arun,2005/02/03,arun209@gmail.com,9156598282,male,USA
Anu,,anu327@yahoo.com,9691691059,Female,india
Meera,1998/10/31,meera50@yahoo.com,9278737130,Female,UK
Rohit,10/04/1990,Rohitmail.com,9336521548,F,UK
Anu,,anu654@mail.com,9783092621,F,USA
Arun,1998/01/23,arun220@gmail.com,9206784561,female,India
Karan,2003/01/23,karan787@gmail.com,9838422304,M,UK
Arun,12/07/1985,arun504@yahoo.com,9906777981,M,India
Niki,25/08/2001,niki945@gmail.com,9473358054,female,UK
Rohit,1996/06/16,rohit304@gmail.com,9823055864,Female,india
Niki,04-04-1994,niki524@mail.com,9813793109,male,india
Raj,1994/09/24,raj169@yahoo.com,invalid_phone,M,usa
Meera,1998/11/05,meera945@yahoo.com,9986953557,male,UK
Arun,2003/08/17,arun305@gmail.com,9262353388,M,UK
Rohit,30-05-1988,rohit700@mail.com,9618387171,Male,usa
Priya,30-10-1998,priya194@mail.com,9381370593,male,india
Priya,1997/01/15,priya133@mail.com,invalid_phone,M,usa
Meera,,meera200@mail.com,9562480357,Male,USA
Meera,1998/08/11,meera538@yahoo.com,9163282980,male,UK
Priya,31/02/2003,priya942@yahoo.com,9709736784,Male,india
Vikram,10-08-1989,vikram289@yahoo.com,9266739869,Male,india
Rohit,1992/11/01,rohit73@gmail.com,9414777393,Male,India
Raj,01-01-1985,raj292@mail.com,9156056886,male,UK
Rohit,20/01/1993,rohit539@yahoo.com,9382762253,F,india
Anu,01-01-2004,anu346@yahoo.com,9113436397,female,india
Raj,17-04-1990,raj693@yahoo.com,9892860264,Female,usa
Karan,2005/06/03,Karanmail.com,9647765055,female,USA
Anu,2004/08/07,anu647@gmail.com,9695931598,Male,usa
Raj,08-02-2005,Rajmail.com,9989471092,M,usa
Anu,21-05-1986,anu719@mail.com,9163695008,F,India
Arun,27/01/1984,arun175@gmail.com,invalid_phone,M,usa
Meera,2001/08/30,meera197@yahoo.com,9198623272,male,usa
Vikram,09/11/1996,vikram83@yahoo.com,9170650282,Male,USA
Divya,09-01-1990,divya907@mail.com,9883493660,Female,UK
Vikram,1997/02/17,vikram584@mail.com,invalid_phone,Female,india
Anu,07/12/2002,anu797@gmail.com,9276317919,F,usa
Arun,12-08-2000,arun263@gmail.com,9423560612,F,usa
Priya,13/01/1982,priya364@mail.com,9358047231,male,India
Karan,13-06-1997,Karanmail.com,9870442803,Male,India
Anu,15/07/1987,anu646@mail.com,9745380750,F,India
Divya,19-12-1993,divya721@mail.com,9465913451,M,India
Niki,30/09/2001,Nikimail.com,invalid_phone,M,India
Vikram,1982/06/01,vikram768@mail.com,9996121039,Male,usa
Vikram,06/09/1996,vikram555@gmail.com,9778824890,Male,UK
Divya,09-04-1994,divya939@mail.com,9481271777,Male,india
Karan,13/04/1982,karan302@yahoo.com,9205526431,Male,india
Niki,27/11/1996,niki673@yahoo.com,9360049172,female,usa
